,batsman,opponent_team,venue,50+ on ground,100+ on ground,avg_runs_ground,avg_runs_to_opponent,50+_runs_against_opponent,100+_runs_against_opponent,player_strength
226,KA Pollard,Delhi Daredevils,Feroz Shah Kotla,1,0,41.0,19.666666666666668,1,0,34.63947368421053
227,KH Pandya,Delhi Daredevils,Feroz Shah Kotla,0,0,36.0,30.8,1,0,39.576470588235296
228,KK Nair,Mumbai Indians,Feroz Shah Kotla,2,0,27.0,9.571428571428571,0,0,19.05
229,P Negi,Mumbai Indians,Feroz Shah Kotla,0,0,10.6,14.5,0,0,13.392307692307693
230,PA Patel,Delhi Daredevils,Feroz Shah Kotla,0,0,13.0,10.0,0,0,13.734782608695653
231,Q de Kock,Mumbai Indians,Feroz Shah Kotla,1,0,18.5,17.857142857142858,0,0,17.75714285714286
232,RG Sharma,Delhi Daredevils,Feroz Shah Kotla,1,0,37.5,23.666666666666668,1,0,34.554166666666674
233,SS Iyer,Mumbai Indians,Feroz Shah Kotla,0,0,15.5,19.5,1,0,13.068181818181818
234,SV Samson,Mumbai Indians,Feroz Shah Kotla,2,0,22.833333333333332,25.2,3,0,21.732352941176472
235,TG Southee,Delhi Daredevils,Feroz Shah Kotla,0,0,1.0,1.0,0,0,10.5
236,AP Tare,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",0,0,4.0,0.0,0,0,0.1
237,AR Patel,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,21.5,16.5,0,0,24.604901960784318
238,DA Miller,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,5.0,9.444444444444445,0,0,7.924242424242425
239,DA Warner,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",6,1,47.142857142857146,58.75,7,0,49.30910087719299
240,DJ Hooda,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",0,0,9.6,14.0,0,0,14.121428571428572
241,EJG Morgan,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",1,0,20.0,29.666666666666668,0,0,25.8
242,GJ Maxwell,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,5.5,15.833333333333334,1,0,9.916666666666668
243,M Vijay,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,2.0,4.0,0,0,7.766666666666666
244,M Vohra,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1,0,60.0,32.75,1,0,45.942948717948724
245,MC Henriques,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2,0,19.23076923076923,7.0,0,0,13.1625
246,NS Naik,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,22.0,22.0,0,0,19.733333333333334
247,NV Ojha,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",0,0,14.625,18.0,0,0,22.027272727272727
248,R Dhawan,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,3.0,3.0,0,0,16.5
249,S Dhawan,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",3,0,31.785714285714285,36.5,3,1,26.091304347826085
250,SE Marsh,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,40.0,62.0,1,0,33.16470588235294
251,AB de Villiers,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,20.0,58.25,2,1,22.8
252,BB McCullum,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,1,0,25.454545454545453,25.8,1,0,45.7
253,DJ Bravo,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,0,0,8.5,7.571428571428571,0,0,42.0
254,DR Smith,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,0,0,19.0,28.25,1,0,17.422727272727272
255,KD Karthik,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,3,0,24.88888888888889,15.727272727272727,1,0,20.95
256,KL Rahul,Gujarat Lions,Saurashtra Cricket Association Stadium,1,0,51.0,25.5,1,0,40.96666666666667
257,RA Jadeja,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,0,0,17.125,12.538461538461538,1,0,19.981818181818184
258,SK Raina,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2,0,32.8,18.2,0,0,33.125
259,SR Watson,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,6.0,2.3333333333333335,0,0,13.3
260,V Kohli,Gujarat Lions,Saurashtra Cricket Association Stadium,2,1,82.0,56.6,3,2,56.68700980392157
261,AD Russell,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,17.0,17.0,0,0,23.16666666666667
262,AM Rahane,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,4,0,30.166666666666668,28.75,2,0,41.71849816849817
263,F du Plessis,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,0,0,12.2,34.90909090909091,2,0,6.944444444444445
264,G Gambhir,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,1,0,36.5,5.5,0,0,27.500000000000004
265,JA Morkel,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,0,0,16.0,16.0,0,0,26.07777777777778
266,MS Dhoni,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,2,0,26.3125,16.214285714285715,1,0,31.83787878787879
267,NLTC Perera,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,0,0,15.25,12.5,0,0,19.733333333333334
268,PP Chawla,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,8.0,8.0,0,0,20.1
269,R Bhatia,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,0,0,10.25,1.0,0,0,10.5
270,R Sathish,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,10.0,10.0,0,0,17.8
271,RV Uthappa,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,1,0,43.5,2.0,0,0,0.1
272,SA Yadav,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,1,0,52.0,60.0,1,0,43.41111111111112
273,SPD Smith,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,3,1,40.7,26.5,2,0,33.72760617760618
274,Shakib Al Hasan,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,5.5,3.0,0,0,5.433333333333334
275,UT Yadav,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,4.0,7.0,0,0,26.933333333333337
276,YK Pathan,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,36.0,36.5,0,0,32.13333333333333
277,AR Patel,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,7.857142857142857,19.0,1,0,0.2
278,AT Rayudu,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,65.0,23.857142857142858,1,0,50.66756756756757
279,DA Miller,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,12.714285714285714,22.5,0,0,31.289473684210527
280,GJ Maxwell,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,21.75,28.615384615384617,3,0,43.45897435897436
281,HH Pandya,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,4.0,17.0,0,0,22.1
282,JC Buttler,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,24.0,40.111111111111114,4,0,29.642857142857142
283,KA Pollard,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,10.0,35.111111111111114,3,0,16.41111111111111
284,M Vijay,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,0,37.142857142857146,27.6,1,0,24.715384615384615
285,M Vohra,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,22.0,26.0,0,0,10.263636363636364
286,MG Johnson,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,1.0,1.0,0,0,5.6
287,NS Naik,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,1.0,1.0,0,0,4.033333333333333
288,PA Patel,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,0,81.0,43.0,1,0,56.300000000000004
289,RG Sharma,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0.0,18.11111111111111,1,0,0.2
290,SE Marsh,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",3,0,43.0,32.0,0,0,36.43529411764706
291,AM Rahane,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,22.0,24.90909090909091,2,0,11.5
292,AP Tare,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",0,0,4.0,8.0,0,0,10.714285714285715
293,B Kumar,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",0,0,5.5,11.0,0,0,34.13333333333334
294,Bipul Sharma,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",0,0,6.5,5.0,0,0,12.7
295,DA Warner,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",6,1,47.142857142857146,5.5,0,0,0.4
296,DJ Hooda,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",0,0,9.6,7.5,0,0,2.4111111111111114
297,EJG Morgan,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",1,0,20.0,0.0,0,0,0.2
298,F du Plessis,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,30.0,33.23076923076923,4,0,29.243478260869566
299,MC Henriques,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",2,0,19.23076923076923,5.5,0,0,3.3
300,MS Dhoni,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,15.333333333333334,22.833333333333332,1,0,22.639130434782608
301,NV Ojha,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",0,0,14.625,12.5,0,0,18.371428571428574
302,S Dhawan,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",3,0,31.785714285714285,44.5,1,0,40.18181818181818
303,SPD Smith,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1,0,43.666666666666664,26.714285714285715,0,0,31.409756097560976
304,BB McCullum,Delhi Daredevils,Feroz Shah Kotla,1,0,31.0,20.666666666666668,1,0,25.950000000000003
305,CH Morris,Gujarat Lions,Feroz Shah Kotla,1,0,25.8,82.0,1,0,66.74848484848485
306,DJ Bravo,Delhi Daredevils,Feroz Shah Kotla,0,0,13.5,4.0,0,0,13.6
307,DR Smith,Delhi Daredevils,Feroz Shah Kotla,1,0,21.0,21.25,1,0,36.13333333333334
308,Ishan Kishan,Delhi Daredevils,Feroz Shah Kotla,0,0,3.0,15.166666666666666,0,0,6.373809523809523
309,JP Duminy,Gujarat Lions,Feroz Shah Kotla,0,0,43.666666666666664,30.5,0,0,36.46279069767442
310,JP Faulkner,Delhi Daredevils,Feroz Shah Kotla,0,0,11.5,11.0,0,0,15.661538461538461
311,KD Karthik,Delhi Daredevils,Feroz Shah Kotla,1,0,36.666666666666664,35.666666666666664,2,0,36.566013071895426
312,KK Nair,Gujarat Lions,Feroz Shah Kotla,2,0,27.0,17.0,0,0,17.12857142857143
313,P Negi,Gujarat Lions,Feroz Shah Kotla,0,0,10.6,17.5,0,0,9.1
314,Q de Kock,Gujarat Lions,Feroz Shah Kotla,1,0,18.5,25.5,0,0,7.945454545454545
315,RA Jadeja,Delhi Daredevils,Feroz Shah Kotla,0,0,13.666666666666666,19.6,0,0,21.364285714285717
316,RR Pant,Gujarat Lions,Feroz Shah Kotla,1,0,29.1,47.5,2,0,47.055080213903736
317,SK Raina,Delhi Daredevils,Feroz Shah Kotla,1,0,26.666666666666668,20.833333333333332,1,0,31.353488372093025
318,SV Samson,Gujarat Lions,Feroz Shah Kotla,2,0,22.833333333333332,22.75,1,0,26.872043010752687
319,AD Russell,Mumbai Indians,Wankhede Stadium,0,0,10.333333333333334,18.5,1,0,13.15
320,AT Rayudu,Kolkata Knight Riders,Wankhede Stadium,0,0,15.88888888888889,23.666666666666668,1,0,31.545454545454547
321,CA Lynn,Mumbai Indians,Wankhede Stadium,0,0,25.0,25.625,1,0,25.635856384994316
322,G Gambhir,Mumbai Indians,Wankhede Stadium,1,0,31.0,31.666666666666668,2,0,28.733831908831906
323,JC Buttler,Kolkata Knight Riders,Wankhede Stadium,2,0,32.333333333333336,30.833333333333332,1,1,22.134615384615387
324,KA Pollard,Kolkata Knight Riders,Wankhede Stadium,4,0,21.40909090909091,17.0,1,0,35.65
325,KH Pandya,Kolkata Knight Riders,Wankhede Stadium,0,0,18.05263157894737,14.166666666666666,0,0,19.853535353535353
326,PA Patel,Kolkata Knight Riders,Wankhede Stadium,1,0,22.333333333333332,17.333333333333332,0,0,16.27241379310345
327,RG Sharma,Kolkata Knight Riders,Wankhede Stadium,6,0,25.68,33.5625,4,0,27.75884353741497
328,RV Uthappa,Mumbai Indians,Wankhede Stadium,1,0,33.5,18.454545454545453,1,0,31.631410256410255
329,SA Yadav,Mumbai Indians,Wankhede Stadium,3,0,30.5,18.25,0,0,21.643137254901962
330,Shakib Al Hasan,Mumbai Indians,Wankhede Stadium,0,0,10.75,7.25,0,0,12.15
331,YK Pathan,Mumbai Indians,Wankhede Stadium,0,0,24.6,13.857142857142858,0,0,22.330086580086583
332,AM Rahane,Gujarat Lions,Maharashtra Cricket Association Stadium,4,0,30.166666666666668,19.5,1,0,25.838297872340426
333,BB McCullum,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,31.0,46.0,0,0,40.21666666666667
334,DJ Bravo,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,11.25,14.5,0,0,13.9
335,DR Smith,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,1,0,31.5,63.0,1,0,49.15384615384616
336,Ishan Kishan,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,15.5,0.0,0,0,0.1
337,JP Faulkner,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,7.5,9.0,0,0,19.6
338,KD Karthik,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,31.0,33.0,0,0,32.51428571428572
339,MS Dhoni,Gujarat Lions,Maharashtra Cricket Association Stadium,2,0,26.3125,20.75,0,0,26.614285714285714
340,NLTC Perera,Gujarat Lions,Maharashtra Cricket Association Stadium,0,0,15.25,3.0,0,0,16.5
341,RA Jadeja,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,7.0,2.0,0,0,0.1
342,SK Raina,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2,0,31.5,29.0,0,0,29.642857142857142
343,SPD Smith,Gujarat Lions,Maharashtra Cricket Association Stadium,3,1,40.7,38.25,1,1,46.25185185185185
344,SS Tiwary,Gujarat Lions,Maharashtra Cricket Association Stadium,1,0,29.0,1.0,0,0,5.6
345,AD Russell,Delhi Daredevils,Feroz Shah Kotla,0,0,17.0,34.0,0,0,21.442857142857143
346,CH Morris,Kolkata Knight Riders,Feroz Shah Kotla,1,0,25.8,6.666666666666667,0,0,12.25
347,CR Brathwaite,Kolkata Knight Riders,Feroz Shah Kotla,0,0,27.0,12.75,0,0,48.10909090909091
348,G Gambhir,Delhi Daredevils,Feroz Shah Kotla,0,0,16.0,32.25,1,0,14.983333333333334
349,JO Holder,Delhi Daredevils,Feroz Shah Kotla,0,0,3.0,0.0,0,0,0.1
350,KK Nair,Kolkata Knight Riders,Feroz Shah Kotla,2,0,27.0,18.0,1,0,34.355555555555554
351,Mohammed Shami,Kolkata Knight Riders,Feroz Shah Kotla,0,0,5.333333333333333,2.0,0,0,0.1
352,PP Chawla,Delhi Daredevils,Feroz Shah Kotla,0,0,8.0,3.3333333333333335,0,0,20.3
353,Q de Kock,Kolkata Knight Riders,Feroz Shah Kotla,1,0,18.5,33.46153846153846,4,1,4.033333333333333
354,R Sathish,Delhi Daredevils,Feroz Shah Kotla,0,0,7.0,6.0,0,0,11.971428571428572
355,RR Pant,Kolkata Knight Riders,Feroz Shah Kotla,1,0,29.1,20.6,0,0,26.976470588235298
356,RV Uthappa,Delhi Daredevils,Feroz Shah Kotla,1,0,29.0,34.333333333333336,2,0,36.54245283018868
357,SA Yadav,Delhi Daredevils,Feroz Shah Kotla,0,0,17.0,23.25,1,0,19.215811965811966
358,SP Narine,Delhi Daredevils,Feroz Shah Kotla,0,0,2.0,7.2,0,0,11.3
359,SS Iyer,Kolkata Knight Riders,Feroz Shah Kotla,0,0,15.5,29.923076923076923,2,0,14.347058823529412
360,SV Samson,Kolkata Knight Riders,Feroz Shah Kotla,2,0,22.833333333333332,27.466666666666665,3,0,26.7875
361,SW Billings,Kolkata Knight Riders,Feroz Shah Kotla,2,0,38.5,43.666666666666664,2,0,33.367647058823536
362,UT Yadav,Delhi Daredevils,Feroz Shah Kotla,0,0,2.0,2.0,0,0,7.766666666666666
363,YK Pathan,Delhi Daredevils,Feroz Shah Kotla,1,0,23.666666666666668,32.0,1,0,31.03055555555556
364,A Ashish Reddy,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0,0,7.5,17.0,0,0,7.766666666666666
365,AB de Villiers,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,47.0,30.083333333333332,4,0,38.74242424242424
366,DA Warner,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",6,1,47.142857142857146,43.75,6,1,44.32393162393163
367,DJ Hooda,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0,0,9.6,10.1,0,0,14.649999999999999
368,KL Rahul,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1,0,51.0,35.666666666666664,4,0,43.686206896551724
369,KM Jadhav,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,28.0,13.166666666666666,0,0,31.34444444444445
370,KS Williamson,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2,0,36.0,45.25,5,0,39.35789473684211
371,MC Henriques,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2,0,19.23076923076923,23.6,1,0,39.448455598455595
372,NV Ojha,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0,0,14.625,2.6666666666666665,0,0,4.033333333333333
373,Parvez Rasool,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,10.0,10.0,0,0,16.41111111111111
374,S Dhawan,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",3,0,31.785714285714285,26.214285714285715,2,0,24.851612903225806
375,SR Watson,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,12.0,33.916666666666664,3,1,16.10392156862745
376,Sachin Baby,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,14.0,15.333333333333334,0,0,17.404166666666665
377,V Kohli,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,0,14.0,25.2,3,1,15.835294117647058
378,AR Patel,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,17.0,10.0,0,0,18.244444444444447
379,BB McCullum,Kings XI Punjab,Saurashtra Cricket Association Stadium,1,0,25.454545454545453,1.75,0,0,8.716666666666667
380,DA Miller,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,31.0,23.0,0,0,27.68148148148148
381,DJ Bravo,Kings XI Punjab,Saurashtra Cricket Association Stadium,0,0,8.5,1.0,0,0,0.1
382,DR Smith,Kings XI Punjab,Saurashtra Cricket Association Stadium,0,0,19.0,31.0,1,0,14.447368421052632
383,DS Kulkarni,Kings XI Punjab,Saurashtra Cricket Association Stadium,0,0,6.0,5.5,0,0,18.1
384,GJ Maxwell,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,15.5,13.25,0,0,16.661111111111115
385,Gurkeerat Singh,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,0.0,0.0,0,0,0.30000000000000004
386,Ishan Kishan,Kings XI Punjab,Saurashtra Cricket Association Stadium,0,0,29.0,19.25,0,0,25.55
387,JP Faulkner,Kings XI Punjab,Saurashtra Cricket Association Stadium,0,0,20.0,32.0,0,0,28.651851851851852
388,KC Cariappa,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,1.0,1.0,0,0,4.033333333333333
389,KD Karthik,Kings XI Punjab,Saurashtra Cricket Association Stadium,3,0,24.88888888888889,30.9,3,0,24.004347826086956
390,M Vijay,Gujarat Lions,Saurashtra Cricket Association Stadium,1,0,55.0,48.5,1,0,41.9952380952381
391,MM Sharma,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,2.5,2.5,0,0,10.466666666666665
392,MP Stoinis,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,17.0,22.333333333333332,0,0,20.04415204678363
393,P Kumar,Kings XI Punjab,Saurashtra Cricket Association Stadium,0,0,8.0,15.0,0,0,19.53846153846154
394,RA Jadeja,Kings XI Punjab,Saurashtra Cricket Association Stadium,0,0,17.125,10.8,0,0,16.311904761904763
395,SE Marsh,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,15.5,29.666666666666668,1,0,16.366666666666667
396,SK Raina,Kings XI Punjab,Saurashtra Cricket Association Stadium,2,0,32.8,34.285714285714285,2,0,25.866666666666667
397,Sandeep Sharma,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,1.0,1.0,0,0,10.5
398,WP Saha,Gujarat Lions,Saurashtra Cricket Association Stadium,0,0,21.5,21.0,0,0,29.634210526315794
399,AM Rahane,Mumbai Indians,Maharashtra Cricket Association Stadium,4,0,30.166666666666668,29.352941176470587,4,0,28.806862745098037
400,AT Rayudu,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,1,1,33.0,22.0,0,0,23.178947368421056
401,JC Buttler,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,0,0,29.0,13.5,0,0,29.68235294117647
402,MS Dhoni,Mumbai Indians,Maharashtra Cricket Association Stadium,2,0,26.3125,16.25,0,0,21.434782608695652
403,NLTC Perera,Mumbai Indians,Maharashtra Cricket Association Stadium,0,0,15.25,12.0,0,0,18.4
404,PA Patel,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,1,0,31.0,21.0,0,0,24.525
405,PSP Handscomb,Mumbai Indians,Maharashtra Cricket Association Stadium,0,0,6.0,6.0,0,0,8.6
406,R Bhatia,Mumbai Indians,Maharashtra Cricket Association Stadium,0,0,10.25,3.0,0,0,16.5
407,RG Sharma,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,2,0,48.0,46.0,1,0,58.5344262295082
408,SPD Smith,Mumbai Indians,Maharashtra Cricket Association Stadium,3,1,40.7,29.818181818181817,3,0,50.461363636363636
409,SS Tiwary,Mumbai Indians,Maharashtra Cricket Association Stadium,1,0,29.0,57.0,1,0,42.275000000000006
410,AB de Villiers,Kolkata Knight Riders,M Chinnaswamy Stadium,4,1,32.285714285714285,34.8,4,0,13.483333333333333
411,AD Russell,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,39.0,25.363636363636363,1,0,35.24444444444444
412,CA Lynn,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,0,18.75,32.142857142857146,2,0,34.13286713286713
413,CH Gayle,Kolkata Knight Riders,M Chinnaswamy Stadium,2,0,17.25,23.1,2,0,7.05
414,G Gambhir,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,23.75,23.8,1,0,23.531060606060606
415,KL Rahul,Kolkata Knight Riders,M Chinnaswamy Stadium,2,0,30.833333333333332,43.7,6,0,42.85757575757576
416,MK Pandey,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,6.0,25.46153846153846,3,0,13.25
417,RV Uthappa,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,1.0,22.90909090909091,1,0,3.3
418,SA Yadav,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,0,20.5,27.857142857142858,3,0,25.1
419,SR Watson,Kolkata Knight Riders,M Chinnaswamy Stadium,0,0,15.181818181818182,28.428571428571427,1,0,33.89047619047619
